bank_id,bank_name,region,bank_size,year,quarter,quarter_num,date,total_assets,liquidity_ratio,capital_adequacy_ratio,npl_ratio,return_on_equity,loan_to_deposit_ratio,financial_health_status,status_label
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2021,Q3,3,2021-Q3,18.97,28.82,9.29,11.31,59.81,48.25,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2021,Q4,4,2021-Q4,17.65,28.75,9.32,11.44,61.31,76.4,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2022,Q1,5,2022-Q1,18.32,27.45,9.14,12.19,51.68,68.26,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2022,Q2,6,2022-Q2,20.96,27.97,9.12,11.26,61.93,61.24,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2022,Q3,7,2022-Q3,21.83,26.77,9.0,11.75,62.19,80.87,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2022,Q4,8,2022-Q4,19.5,26.79,8.95,12.12,65.81,70.34,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2023,Q1,9,2023-Q1,20.2,26.15,9.0,12.02,46.74,82.3,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2023,Q2,10,2023-Q2,20.02,26.13,8.96,11.78,24.79,73.85,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2023,Q3,11,2023-Q3,20.11,26.82,9.07,11.88,53.61,77.55,1,High-Risk
BANK_179,"Williams, Johnson and Wright Rural Bank",Ashanti,Small,2023,Q4,12,2023-Q4,19.49,26.03,9.1,11.76,21.86,47.94,1,High-Risk
BANK_180,Howell and Sons Rural Bank,Western,Small,2021,Q1,1,2021-Q1,20.1,33.93,17.26,8.14,10.97,59.77,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2021,Q2,2,2021-Q2,20.85,35.25,17.26,8.12,20.58,46.05,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2021,Q3,3,2021-Q3,21.93,35.95,17.12,8.5,14.67,90.5,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2021,Q4,4,2021-Q4,23.87,37.1,17.2,8.52,22.05,53.47,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2022,Q1,5,2022-Q1,25.3,39.22,17.09,8.2,20.11,59.83,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2022,Q2,6,2022-Q2,29.95,42.14,17.04,7.68,26.93,62.98,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2022,Q3,7,2022-Q3,30.82,41.19,17.0,7.57,17.33,40.93,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2022,Q4,8,2022-Q4,26.88,37.43,17.17,7.86,9.55,91.62,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2023,Q1,9,2023-Q1,28.5,37.43,17.27,7.88,21.43,74.46,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2023,Q2,10,2023-Q2,33.52,36.63,17.62,7.41,27.71,56.23,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2023,Q3,11,2023-Q3,30.58,36.57,17.4,7.35,12.49,43.64,0,Healthy
BANK_180,Howell and Sons Rural Bank,Western,Small,2023,Q4,12,2023-Q4,29.42,36.87,17.62,7.57,20.08,58.96,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2021,Q1,1,2021-Q1,44.52,41.83,25.35,2.38,10.8,42.72,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2021,Q2,2,2021-Q2,44.14,42.61,25.74,2.38,21.53,66.49,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2021,Q3,3,2021-Q3,42.41,38.92,26.3,2.49,17.15,49.29,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2021,Q4,4,2021-Q4,40.9,39.86,25.7,2.57,7.54,87.03,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2022,Q1,5,2022-Q1,37.75,40.22,25.08,2.62,20.63,73.09,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2022,Q2,6,2022-Q2,37.45,39.7,25.2,2.57,18.05,80.79,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2022,Q3,7,2022-Q3,39.5,38.63,25.01,2.65,16.16,61.37,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2022,Q4,8,2022-Q4,36.33,37.36,25.32,2.82,16.47,83.03,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2023,Q1,9,2023-Q1,38.02,35.62,25.55,2.86,13.26,83.26,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2023,Q2,10,2023-Q2,40.22,34.27,25.6,2.8,22.35,53.37,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2023,Q3,11,2023-Q3,40.52,35.87,25.38,2.88,4.86,87.31,0,Healthy
BANK_181,Wells Inc Rural Bank,Greater Accra,Small,2023,Q4,12,2023-Q4,44.75,35.98,25.5,2.85,5.99,91.58,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2021,Q1,1,2021-Q1,73.69,43.54,14.85,7.64,37.18,74.1,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2021,Q2,2,2021-Q2,74.36,42.54,14.71,7.53,39.69,87.87,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2021,Q3,3,2021-Q3,66.2,39.78,14.68,7.99,20.71,74.11,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2021,Q4,4,2021-Q4,67.6,40.49,14.75,8.04,16.28,91.59,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2022,Q1,5,2022-Q1,65.0,42.93,14.76,7.8,22.3,92.25,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2022,Q2,6,2022-Q2,64.61,45.63,14.72,7.81,9.95,86.09,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2022,Q3,7,2022-Q3,66.02,46.28,14.54,7.72,39.64,46.66,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2022,Q4,8,2022-Q4,58.39,43.71,14.5,8.09,25.7,47.86,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2023,Q1,9,2023-Q1,61.44,42.94,14.72,8.26,29.61,40.88,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2023,Q2,10,2023-Q2,67.06,43.44,14.82,8.2,36.98,49.64,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2023,Q3,11,2023-Q3,69.74,44.36,14.63,7.76,37.63,78.76,0,Healthy
BANK_182,"Gould, Marshall and Scott Rural Bank",Upper East,Medium,2023,Q4,12,2023-Q4,70.76,44.57,14.66,7.88,13.88,64.24,0,Healthy
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2021,Q1,1,2021-Q1,798.14,16.02,14.56,7.11,40.01,75.42,0,Healthy
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2021,Q2,2,2021-Q2,829.39,16.09,14.7,7.11,16.76,88.85,0,Healthy
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2021,Q3,3,2021-Q3,882.84,15.55,14.99,7.13,37.99,56.28,0,Healthy
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2021,Q4,4,2021-Q4,837.4,15.23,14.85,7.47,24.28,83.67,0,Healthy
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2022,Q1,5,2022-Q1,834.86,14.61,14.89,7.68,29.71,53.76,1,High-Risk
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2022,Q2,6,2022-Q2,874.04,13.86,14.84,7.62,37.6,86.08,1,High-Risk
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2022,Q3,7,2022-Q3,800.97,14.36,14.87,7.66,24.5,83.26,1,High-Risk
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2022,Q4,8,2022-Q4,735.4,14.09,14.87,8.43,37.64,44.72,1,High-Risk
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2023,Q1,9,2023-Q1,768.42,13.89,14.93,8.5,19.47,46.84,1,High-Risk
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2023,Q2,10,2023-Q2,766.65,13.66,14.87,8.65,25.08,40.34,1,High-Risk
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2023,Q3,11,2023-Q3,782.58,13.52,14.91,8.53,26.06,84.39,1,High-Risk
BANK_183,Jackson-Lawson Rural Bank,Greater Accra,Large,2023,Q4,12,2023-Q4,747.38,13.72,15.0,8.3,16.38,54.35,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2021,Q1,1,2021-Q1,131.75,6.67,10.29,14.46,30.5,47.22,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2021,Q2,2,2021-Q2,145.84,6.52,10.27,14.52,46.18,40.5,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2021,Q3,3,2021-Q3,148.32,6.36,10.34,14.98,30.42,81.53,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2021,Q4,4,2021-Q4,153.94,6.47,10.14,15.48,24.55,80.85,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2022,Q1,5,2022-Q1,149.98,6.64,10.04,15.56,49.21,91.05,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2022,Q2,6,2022-Q2,144.94,6.72,10.11,15.35,37.29,67.01,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2022,Q3,7,2022-Q3,155.08,6.64,10.24,15.37,10.17,72.0,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2022,Q4,8,2022-Q4,144.53,6.48,10.27,16.07,36.41,80.22,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2023,Q1,9,2023-Q1,149.54,6.68,10.28,16.41,40.3,53.88,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2023,Q2,10,2023-Q2,159.29,6.81,10.23,16.4,25.57,94.49,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2023,Q3,11,2023-Q3,159.92,6.43,10.15,16.36,37.41,73.29,1,High-Risk
BANK_184,"Higgins, Strickland and Martin Rural Bank",Bono,Medium,2023,Q4,12,2023-Q4,162.2,6.43,10.39,16.02,15.99,87.57,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2021,Q1,1,2021-Q1,456.84,23.83,20.15,22.76,16.58,48.62,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2021,Q2,2,2021-Q2,469.62,24.28,20.01,23.35,24.04,43.94,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2021,Q3,3,2021-Q3,399.96,22.02,19.93,24.45,16.66,67.93,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2021,Q4,4,2021-Q4,405.28,22.56,19.63,24.37,17.74,41.6,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2022,Q1,5,2022-Q1,401.01,22.94,19.74,23.95,12.5,90.15,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2022,Q2,6,2022-Q2,414.03,23.03,19.91,24.47,12.03,78.94,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2022,Q3,7,2022-Q3,433.2,22.54,19.85,24.29,27.27,59.85,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2022,Q4,8,2022-Q4,410.41,21.71,19.88,25.42,7.68,93.96,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2023,Q1,9,2023-Q1,416.21,21.22,19.58,25.33,10.71,81.72,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2023,Q2,10,2023-Q2,407.54,21.7,19.61,25.6,7.5,67.6,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2023,Q3,11,2023-Q3,435.88,21.46,19.93,24.72,8.59,66.55,1,High-Risk
BANK_185,Rodriguez-Johnson Rural Bank,Upper East,Large,2023,Q4,12,2023-Q4,432.88,20.63,19.97,24.56,23.37,85.8,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2021,Q1,1,2021-Q1,190.8,12.03,15.23,15.32,36.9,84.73,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2021,Q2,2,2021-Q2,193.22,11.99,15.39,15.48,21.36,80.77,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2021,Q3,3,2021-Q3,156.46,11.21,15.31,16.42,19.25,47.43,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2021,Q4,4,2021-Q4,164.29,11.35,15.2,16.06,36.03,92.0,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2022,Q1,5,2022-Q1,171.46,11.29,15.16,16.24,25.81,55.6,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2022,Q2,6,2022-Q2,174.23,10.97,14.97,15.45,33.5,51.75,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2022,Q3,7,2022-Q3,189.32,10.93,15.04,14.8,22.82,88.03,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2022,Q4,8,2022-Q4,181.26,10.93,14.99,15.55,19.93,64.97,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2023,Q1,9,2023-Q1,190.06,10.37,14.87,16.18,17.6,60.6,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2023,Q2,10,2023-Q2,198.74,10.53,14.97,15.62,9.95,91.87,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2023,Q3,11,2023-Q3,216.96,9.94,15.22,15.46,28.46,49.16,1,High-Risk
BANK_186,Johnston-Odonnell Rural Bank,Northern,Medium,2023,Q4,12,2023-Q4,248.58,10.02,15.08,15.07,30.79,87.92,1,High-Risk
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2021,Q1,1,2021-Q1,75.05,36.88,18.74,1.56,19.58,73.33,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2021,Q2,2,2021-Q2,72.22,39.92,18.89,1.62,18.73,64.68,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2021,Q3,3,2021-Q3,71.94,40.38,18.88,1.64,18.82,62.79,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2021,Q4,4,2021-Q4,72.8,40.74,18.69,1.66,5.27,83.5,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2022,Q1,5,2022-Q1,73.97,42.45,18.86,1.66,30.49,40.75,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2022,Q2,6,2022-Q2,79.58,43.98,18.7,1.64,14.63,90.1,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2022,Q3,7,2022-Q3,80.8,43.28,19.16,1.67,10.78,58.36,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2022,Q4,8,2022-Q4,78.16,41.88,19.09,1.69,26.58,60.84,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2023,Q1,9,2023-Q1,80.15,43.83,19.16,1.69,24.36,89.75,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2023,Q2,10,2023-Q2,83.17,43.86,19.33,1.7,10.61,61.5,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2023,Q3,11,2023-Q3,81.23,42.94,19.33,1.67,25.61,47.18,0,Healthy
BANK_187,Sanders-Espinoza Rural Bank,Eastern,Medium,2023,Q4,12,2023-Q4,79.55,40.12,19.51,1.75,6.23,56.59,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2021,Q1,1,2021-Q1,10.69,34.69,23.4,10.71,6.99,55.51,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2021,Q2,2,2021-Q2,10.65,34.38,23.39,10.88,14.72,60.68,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2021,Q3,3,2021-Q3,10.25,33.71,23.49,11.09,23.7,72.22,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2021,Q4,4,2021-Q4,10.64,32.73,23.65,11.57,16.56,79.88,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2022,Q1,5,2022-Q1,11.08,34.02,23.67,11.83,20.94,77.25,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2022,Q2,6,2022-Q2,12.11,33.71,23.56,11.98,21.71,53.37,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2022,Q3,7,2022-Q3,13.26,33.63,23.57,11.86,5.49,73.93,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2022,Q4,8,2022-Q4,12.47,32.49,23.35,11.82,17.22,91.73,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2023,Q1,9,2023-Q1,13.17,33.13,23.08,12.03,24.73,64.97,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2023,Q2,10,2023-Q2,13.02,31.17,23.34,11.99,19.37,83.53,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2023,Q3,11,2023-Q3,12.71,31.75,23.67,11.8,11.63,43.33,0,Healthy
BANK_188,Vargas Ltd Rural Bank,Bono,Small,2023,Q4,12,2023-Q4,13.37,31.54,23.89,11.55,20.89,72.86,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2021,Q1,1,2021-Q1,62.44,37.72,24.99,1.61,22.03,46.61,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2021,Q2,2,2021-Q2,60.5,38.08,24.85,1.65,11.76,94.83,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2021,Q3,3,2021-Q3,63.13,38.97,24.66,1.63,17.42,54.23,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2021,Q4,4,2021-Q4,62.07,39.09,24.77,1.61,15.29,94.55,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2022,Q1,5,2022-Q1,63.56,37.45,24.54,1.64,14.5,72.9,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2022,Q2,6,2022-Q2,72.62,39.61,24.45,1.57,21.14,57.72,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2022,Q3,7,2022-Q3,71.14,39.81,24.65,1.59,5.09,94.09,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2022,Q4,8,2022-Q4,64.42,40.18,24.09,1.61,12.24,53.89,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2023,Q1,9,2023-Q1,66.97,40.78,24.14,1.6,8.23,72.43,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2023,Q2,10,2023-Q2,68.27,39.66,24.28,1.63,11.97,85.42,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2023,Q3,11,2023-Q3,62.69,39.86,23.87,1.67,12.6,91.84,0,Healthy
BANK_189,Garcia LLC Rural Bank,Ashanti,Medium,2023,Q4,12,2023-Q4,67.5,41.32,24.12,1.68,9.75,60.18,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2021,Q1,1,2021-Q1,49.07,30.02,15.07,7.32,11.93,76.43,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2021,Q2,2,2021-Q2,50.12,30.1,14.98,7.56,37.27,50.62,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2021,Q3,3,2021-Q3,53.11,31.48,15.07,7.46,19.56,68.23,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2021,Q4,4,2021-Q4,57.32,31.5,15.12,7.03,25.35,41.32,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2022,Q1,5,2022-Q1,67.06,30.5,14.81,7.12,16.23,78.25,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2022,Q2,6,2022-Q2,68.49,31.69,14.79,6.85,15.94,91.32,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2022,Q3,7,2022-Q3,71.86,31.97,14.83,6.96,16.94,54.81,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2022,Q4,8,2022-Q4,65.18,31.77,15.01,7.2,30.19,64.74,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2023,Q1,9,2023-Q1,66.51,32.08,15.04,7.18,35.07,72.27,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2023,Q2,10,2023-Q2,65.34,31.33,15.12,6.92,17.92,70.31,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2023,Q3,11,2023-Q3,63.08,31.7,15.1,7.35,15.74,57.04,0,Healthy
BANK_190,"Burke, Martinez and Riggs Rural Bank",Eastern,Small,2023,Q4,12,2023-Q4,62.11,32.38,14.83,7.79,23.03,79.03,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2021,Q1,1,2021-Q1,21.84,20.34,15.44,6.34,32.87,71.22,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2021,Q2,2,2021-Q2,21.17,20.03,15.52,6.39,13.2,84.64,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2021,Q3,3,2021-Q3,19.36,20.26,15.73,6.63,35.13,56.06,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2021,Q4,4,2021-Q4,18.71,20.79,15.36,6.4,6.71,82.42,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2022,Q1,5,2022-Q1,18.01,20.23,15.38,6.59,36.26,79.05,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2022,Q2,6,2022-Q2,16.92,21.34,15.12,6.69,32.13,49.82,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2022,Q3,7,2022-Q3,18.56,21.33,15.3,6.55,9.57,47.09,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2022,Q4,8,2022-Q4,16.68,21.15,15.22,6.7,33.03,74.49,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2023,Q1,9,2023-Q1,17.33,21.77,15.29,6.47,7.37,76.73,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2023,Q2,10,2023-Q2,18.49,22.34,15.34,6.41,12.22,57.48,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2023,Q3,11,2023-Q3,17.0,22.66,15.48,6.71,13.31,68.48,0,Healthy
BANK_191,Reed Group Rural Bank,Eastern,Small,2023,Q4,12,2023-Q4,15.4,22.37,15.55,6.71,7.43,84.18,0,Healthy
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2021,Q1,1,2021-Q1,17.74,22.14,11.93,13.59,48.69,93.31,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2021,Q2,2,2021-Q2,18.33,23.57,12.0,13.79,40.77,66.63,0,Healthy
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2021,Q3,3,2021-Q3,19.66,24.05,11.83,14.26,10.08,75.23,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2021,Q4,4,2021-Q4,19.21,22.86,11.85,14.38,44.07,47.51,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2022,Q1,5,2022-Q1,19.19,23.12,11.95,14.76,13.49,93.6,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2022,Q2,6,2022-Q2,19.4,24.23,11.73,14.6,8.33,70.88,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2022,Q3,7,2022-Q3,19.23,24.88,11.72,14.78,44.28,68.37,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2022,Q4,8,2022-Q4,18.19,25.54,11.85,15.31,45.54,57.8,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2023,Q1,9,2023-Q1,19.03,24.51,11.75,15.03,25.58,84.33,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2023,Q2,10,2023-Q2,18.91,24.08,11.9,14.93,34.66,55.09,1,High-Risk
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2023,Q3,11,2023-Q3,20.02,23.49,12.17,14.61,18.38,67.54,0,Healthy
BANK_192,"Wood, Hunter and Peterson Rural Bank",Greater Accra,Small,2023,Q4,12,2023-Q4,20.11,24.64,12.32,14.49,44.91,69.9,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2021,Q1,1,2021-Q1,70.91,42.31,13.56,5.19,31.06,63.47,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2021,Q2,2,2021-Q2,76.23,41.9,13.56,5.35,17.71,59.53,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2021,Q3,3,2021-Q3,65.59,42.46,13.62,5.42,14.07,81.15,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2021,Q4,4,2021-Q4,67.73,43.79,13.63,5.38,18.62,66.19,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2022,Q1,5,2022-Q1,70.96,46.72,13.66,5.46,27.96,66.4,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2022,Q2,6,2022-Q2,75.6,45.33,13.5,5.66,41.82,87.62,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2022,Q3,7,2022-Q3,79.49,45.09,13.49,5.69,13.99,61.3,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2022,Q4,8,2022-Q4,70.46,42.6,13.48,6.15,15.64,73.8,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2023,Q1,9,2023-Q1,75.96,44.31,13.58,6.24,11.25,83.59,0,Healthy
BANK_193,Short-Garcia Rural Bank,Greater Accra,Medium,2023,Q2,10,2023-Q2,73.11,43.33,13.51,6.3,42.84,55.91,0,Healthy
